"crops","nitrogen","phosphorus","potassium","ph","temperature","rainfall","season","soil_type","category"
"kidney_bean","n_10_30","p_50_70","k_10_30",6,"t_20_25",150,"kharif","loam","class 6"
"pigeon_peas_toor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_25_30",60,"rabi","loam","class 20"
"pigeon_peas_toor_dal","n_10_30","p_50_70","k_10_30",7.5,"t_25_30",60,"rabi","loam","class 20"
"pigeon_peas_toor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_30_35",60,"rabi","loam","class 19"
"pigeon_peas_toor_dal","n_10_30","p_50_70","k_10_30",7.5,"t_30_35",60,"rabi","loam","class 19"
"pigeon_peas_toor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_25_30",65,"rabi","loam","class 20"
"pigeon_peas_toor_dal","n_10_30","p_50_70","k_10_30",7.5,"t_25_30",65,"rabi","loam","class 20"
"pigeon_peas_toor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_30_35",65,"rabi","loam","class 19"
"pigeon_peas_toor_dal","n_10_30","p_50_70","k_10_30",7.5,"t_30_35",65,"rabi","loam","class 19"
"pigeon_peas_toor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_25_30",60,"rabi","sandy_loam","class 20"
"pigeon_peas_toor_dal","n_10_30","p_50_70","k_10_30",7.5,"t_25_30",60,"rabi","sandy_loam","class 20"
"pigeon_peas_toor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_30_35",60,"rabi","sandy_loam","class 20"
"pigeon_peas_toor_dal","n_10_30","p_50_70","k_10_30",7.5,"t_30_35",60,"rabi","sandy_loam","class 20"
"pigeon_peas_toor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_25_30",65,"rabi","sandy_loam","class 20"
"pigeon_peas_toor_dal","n_10_30","p_50_70","k_10_30",7.5,"t_25_30",65,"rabi","sandy_loam","class 20"
"pigeon_peas_toor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_30_35",65,"rabi","sandy_loam","class 20"
"pigeon_peas_toor_dal","n_10_30","p_50_70","k_10_30",7.5,"t_30_35",65,"rabi","sandy_loam","class 20"
"pigeon_peas_toor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_25_30",60,"rabi","clay_loam","class 20"
"pigeon_peas_toor_dal","n_10_30","p_50_70","k_10_30",7.5,"t_25_30",60,"rabi","clay_loam","class 20"
"pigeon_peas_toor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_30_35",60,"rabi","clay_loam","class 20"
"pigeon_peas_toor_dal","n_10_30","p_50_70","k_10_30",7.5,"t_30_35",60,"rabi","clay_loam","class 19"
"pigeon_peas_toor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_25_30",65,"rabi","clay_loam","class 20"
"pigeon_peas_toor_dal","n_10_30","p_50_70","k_10_30",7.5,"t_25_30",65,"rabi","clay_loam","class 20"
"pigeon_peas_toor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_30_35",65,"rabi","clay_loam","class 20"
"pigeon_peas_toor_dal","n_10_30","p_50_70","k_10_30",7.5,"t_30_35",65,"rabi","clay_loam","class 19"
"moth_bean_matki","n_10_30","p_30_50","k_10_30",6.2,"t_25_30",50,"kharif","sandy","class 20"
"moth_bean_matki","n_10_30","p_30_50","k_10_30",7.2,"t_25_30",50,"kharif","sandy","class 4"
"moth_bean_matki","n_10_30","p_30_50","k_10_30",6.2,"t_30_35",50,"kharif","sandy","class 20"
"moth_bean_matki","n_10_30","p_30_50","k_10_30",7.2,"t_30_35",50,"kharif","sandy","class 19"
"moth_bean_matki","n_10_30","p_30_50","k_10_30",6.2,"t_25_30",75,"kharif","sandy","class 20"
"moth_bean_matki","n_10_30","p_30_50","k_10_30",7.2,"t_25_30",75,"kharif","sandy","class 4"
"moth_bean_matki","n_10_30","p_30_50","k_10_30",6.2,"t_30_35",75,"kharif","sandy","class 20"
"moth_bean_matki","n_10_30","p_30_50","k_10_30",7.2,"t_30_35",75,"kharif","sandy","class 19"
"mung_bean","n_10_30","p_30_50","k_10_30",6,"t_25_30",40,"kharif","sandy","class 20"
"mung_bean","n_10_30","p_30_50","k_10_30",7.5,"t_25_30",40,"kharif","sandy","class 4"
"mung_bean","n_10_30","p_30_50","k_10_30",6,"t_25_30",55,"kharif","sandy","class 20"
"mung_bean","n_10_30","p_30_50","k_10_30",7.5,"t_25_30",55,"kharif","sandy","class 4"
"mung_bean","n_10_30","p_30_50","k_10_30",6,"t_25_30",40,"kharif","loam","class 20"
"mung_bean","n_10_30","p_30_50","k_10_30",7.5,"t_25_30",40,"kharif","loam","class 4"
"mung_bean","n_10_30","p_30_50","k_10_30",6,"t_25_30",55,"kharif","loam","class 20"
"mung_bean","n_10_30","p_30_50","k_10_30",7.5,"t_25_30",55,"kharif","loam","class 4"
"green_peas","n_30_50","p_25_45","k_45_65",6,"t_10_15",50,"rabi","sandy_loam","class 20"
"green_peas","n_30_50","p_25_45","k_45_65",6.5,"t_10_15",50,"rabi","sandy_loam","class 20"
"green_peas","n_30_50","p_25_45","k_45_65",6,"t_15_20",50,"rabi","sandy_loam","class 20"
"green_peas","n_30_50","p_25_45","k_45_65",6.5,"t_15_20",50,"rabi","sandy_loam","class 7"
"green_peas","n_30_50","p_25_45","k_45_65",6,"t_10_15",166,"rabi","sandy_loam","class 1"
"green_peas","n_30_50","p_25_45","k_45_65",6.5,"t_10_15",166,"rabi","sandy_loam","class 1"
"green_peas","n_30_50","p_25_45","k_45_65",6,"t_15_20",166,"rabi","sandy_loam","class 1"
"green_peas","n_30_50","p_25_45","k_45_65",6.5,"t_15_20",166,"rabi","sandy_loam","class 1"
"horse_gram_kulthi","n_10_30","p_50_70","k_10_30",6,"t_25_30",50,"kharif","black","class 20"
"horse_gram_kulthi","n_10_30","p_50_70","k_10_30",7.5,"t_25_30",50,"kharif","black","class 20"
"horse_gram_kulthi","n_10_30","p_50_70","k_10_30",6,"t_25_30",70,"kharif","black","class 20"
"horse_gram_kulthi","n_10_30","p_50_70","k_10_30",7.5,"t_25_30",70,"kharif","black","class 20"
"horse_gram_kulthi","n_10_30","p_50_70","k_10_30",6,"t_25_30",50,"kharif","red_loam","class 20"
"horse_gram_kulthi","n_10_30","p_50_70","k_10_30",7.5,"t_25_30",50,"kharif","red_loam","class 20"
"horse_gram_kulthi","n_10_30","p_50_70","k_10_30",6,"t_25_30",70,"kharif","red_loam","class 20"
"horse_gram_kulthi","n_10_30","p_50_70","k_10_30",7.5,"t_25_30",70,"kharif","red_loam","class 20"
"horse_gram_kulthi","n_10_30","p_50_70","k_10_30",6,"t_25_30",50,"kharif","clay_loam","class 20"
"horse_gram_kulthi","n_10_30","p_50_70","k_10_30",7.5,"t_25_30",50,"kharif","clay_loam","class 20"
"horse_gram_kulthi","n_10_30","p_50_70","k_10_30",6,"t_25_30",70,"kharif","clay_loam","class 20"
"horse_gram_kulthi","n_10_30","p_50_70","k_10_30",7.5,"t_25_30",70,"kharif","clay_loam","class 20"
"black_gram_urad_bean","n_30_50","p_50_70","k_10_30",6.5,"t_25_30",60,"kharif","loam","class 20"
"black_gram_urad_bean","n_30_50","p_50_70","k_10_30",7.8,"t_25_30",60,"kharif","loam","class 4"
"black_gram_urad_bean","n_30_50","p_50_70","k_10_30",6.5,"t_30_35",60,"kharif","loam","class 6"
"black_gram_urad_bean","n_30_50","p_50_70","k_10_30",7.8,"t_30_35",60,"kharif","loam","class 19"
"black_gram_urad_bean","n_30_50","p_50_70","k_10_30",6.5,"t_25_30",75,"kharif","loam","class 9"
"black_gram_urad_bean","n_30_50","p_50_70","k_10_30",7.8,"t_25_30",75,"kharif","loam","class 4"
"black_gram_urad_bean","n_30_50","p_50_70","k_10_30",6.5,"t_30_35",75,"kharif","loam","class 6"
"black_gram_urad_bean","n_30_50","p_50_70","k_10_30",7.8,"t_30_35",75,"kharif","loam","class 19"
"black_gram_urad_bean","n_30_50","p_50_70","k_10_30",6.5,"t_25_30",60,"kharif","sandy","class 20"
"black_gram_urad_bean","n_30_50","p_50_70","k_10_30",7.8,"t_25_30",60,"kharif","sandy","class 4"
"black_gram_urad_bean","n_30_50","p_50_70","k_10_30",6.5,"t_30_35",60,"kharif","sandy","class 3"
"black_gram_urad_bean","n_30_50","p_50_70","k_10_30",7.8,"t_30_35",60,"kharif","sandy","class 4"
"black_gram_urad_bean","n_30_50","p_50_70","k_10_30",6.5,"t_25_30",75,"kharif","sandy","class 20"
"black_gram_urad_bean","n_30_50","p_50_70","k_10_30",7.8,"t_25_30",75,"kharif","sandy","class 4"
"black_gram_urad_bean","n_30_50","p_50_70","k_10_30",6.5,"t_30_35",75,"kharif","sandy","class 3"
"black_gram_urad_bean","n_30_50","p_50_70","k_10_30",7.8,"t_30_35",75,"kharif","sandy","class 4"
"black_gram_urad_bean","n_30_50","p_50_70","k_10_30",6.5,"t_25_30",60,"kharif","clay","class 4"
"black_gram_urad_bean","n_30_50","p_50_70","k_10_30",7.8,"t_25_30",60,"kharif","clay","class 4"
"black_gram_urad_bean","n_30_50","p_50_70","k_10_30",6.5,"t_30_35",60,"kharif","clay","class 4"
"black_gram_urad_bean","n_30_50","p_50_70","k_10_30",7.8,"t_30_35",60,"kharif","clay","class 4"
"black_gram_urad_bean","n_30_50","p_50_70","k_10_30",6.5,"t_25_30",75,"kharif","clay","class 4"
"black_gram_urad_bean","n_30_50","p_50_70","k_10_30",7.8,"t_25_30",75,"kharif","clay","class 4"
"black_gram_urad_bean","n_30_50","p_50_70","k_10_30",6.5,"t_30_35",75,"kharif","clay","class 4"
"black_gram_urad_bean","n_30_50","p_50_70","k_10_30",7.8,"t_30_35",75,"kharif","clay","class 4"
"rapeseed_mohri","n_40_60","p_30_50","k_10_30",5.5,"t_5_10",40,"rabi","clay_loam","class 20"
"rapeseed_mohri","n_40_60","p_30_50","k_10_30",8.3,"t_5_10",40,"rabi","clay_loam","class 4"
"rapeseed_mohri","n_40_60","p_30_50","k_10_30",5.5,"t_5_10",100,"rabi","clay_loam","class 1"
"rapeseed_mohri","n_40_60","p_30_50","k_10_30",8.3,"t_5_10",100,"rabi","clay_loam","class 19"
"coriander_seeds","n_80_100","p_10_30","k_10_30",6.2,"t_15_20",50,"rabi","sandy_loam","class 7"
"coriander_seeds","n_80_100","p_10_30","k_10_30",6.8,"t_15_20",50,"rabi","sandy_loam","class 7"
"coriander_seeds","n_80_100","p_10_30","k_10_30",6.2,"t_15_20",70,"rabi","sandy_loam","class 7"
"coriander_seeds","n_80_100","p_10_30","k_10_30",6.8,"t_15_20",70,"rabi","sandy_loam","class 7"
"coriander_seeds","n_80_100","p_10_30","k_10_30",6.2,"t_15_20",50,"rabi","loam","class 7"
"coriander_seeds","n_80_100","p_10_30","k_10_30",6.8,"t_15_20",50,"rabi","loam","class 7"
"coriander_seeds","n_80_100","p_10_30","k_10_30",6.2,"t_15_20",70,"rabi","loam","class 7"
"coriander_seeds","n_80_100","p_10_30","k_10_30",6.8,"t_15_20",70,"rabi","loam","class 7"
"mustard_seeds","n_90_110","p_20_40","k_5_25",5.5,"t_5_10",63,"rabi","sandy","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",6.8,"t_5_10",63,"rabi","sandy","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",5.5,"t_10_15",63,"rabi","sandy","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",6.8,"t_10_15",63,"rabi","sandy","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",5.5,"t_15_20",63,"rabi","sandy","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",6.8,"t_15_20",63,"rabi","sandy","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",5.5,"t_20_25",63,"rabi","sandy","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",6.8,"t_20_25",63,"rabi","sandy","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",5.5,"t_25_30",63,"rabi","sandy","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",6.8,"t_25_30",63,"rabi","sandy","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",5.5,"t_5_10",100,"rabi","sandy","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",6.8,"t_5_10",100,"rabi","sandy","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",5.5,"t_10_15",100,"rabi","sandy","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",6.8,"t_10_15",100,"rabi","sandy","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",5.5,"t_15_20",100,"rabi","sandy","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",6.8,"t_15_20",100,"rabi","sandy","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",5.5,"t_20_25",100,"rabi","sandy","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",6.8,"t_20_25",100,"rabi","sandy","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",5.5,"t_25_30",100,"rabi","sandy","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",6.8,"t_25_30",100,"rabi","sandy","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",5.5,"t_5_10",63,"rabi","clay","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",6.8,"t_5_10",63,"rabi","clay","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",5.5,"t_10_15",63,"rabi","clay","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",6.8,"t_10_15",63,"rabi","clay","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",5.5,"t_15_20",63,"rabi","clay","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",6.8,"t_15_20",63,"rabi","clay","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",5.5,"t_20_25",63,"rabi","clay","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",6.8,"t_20_25",63,"rabi","clay","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",5.5,"t_25_30",63,"rabi","clay","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",6.8,"t_25_30",63,"rabi","clay","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",5.5,"t_5_10",100,"rabi","clay","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",6.8,"t_5_10",100,"rabi","clay","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",5.5,"t_10_15",100,"rabi","clay","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",6.8,"t_10_15",100,"rabi","clay","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",5.5,"t_15_20",100,"rabi","clay","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",6.8,"t_15_20",100,"rabi","clay","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",5.5,"t_20_25",100,"rabi","clay","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",6.8,"t_20_25",100,"rabi","clay","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",5.5,"t_25_30",100,"rabi","clay","class 13"
"mustard_seeds","n_90_110","p_20_40","k_5_25",6.8,"t_25_30",100,"rabi","clay","class 13"
"sesame_seed","n_20_40","p_5_25","k_20_40",5.5,"t_25_30",51,"kharif","sandy_loam","class 20"
"sesame_seed","n_20_40","p_5_25","k_20_40",8,"t_25_30",51,"kharif","sandy_loam","class 4"
"sesame_seed","n_20_40","p_5_25","k_20_40",5.5,"t_25_30",66,"kharif","sandy_loam","class 20"
"sesame_seed","n_20_40","p_5_25","k_20_40",8,"t_25_30",66,"kharif","sandy_loam","class 4"
"cumin_seeds","n_80_100","p_50_70","k_10_30",6.8,"t_20_25",30,"rabi","sandy_loam","class 20"
"cumin_seeds","n_80_100","p_50_70","k_10_30",8.3,"t_20_25",30,"rabi","sandy_loam","class 20"
"cumin_seeds","n_80_100","p_50_70","k_10_30",6.8,"t_25_30",30,"rabi","sandy_loam","class 20"
"cumin_seeds","n_80_100","p_50_70","k_10_30",8.3,"t_25_30",30,"rabi","sandy_loam","class 20"
"cumin_seeds","n_80_100","p_50_70","k_10_30",6.8,"t_20_25",270,"rabi","sandy_loam","class 1"
"cumin_seeds","n_80_100","p_50_70","k_10_30",8.3,"t_20_25",270,"rabi","sandy_loam","class 2"
"cumin_seeds","n_80_100","p_50_70","k_10_30",6.8,"t_25_30",270,"rabi","sandy_loam","class 20"
"cumin_seeds","n_80_100","p_50_70","k_10_30",8.3,"t_25_30",270,"rabi","sandy_loam","class 2"
"cumin_seeds","n_80_100","p_50_70","k_10_30",6.8,"t_20_25",30,"rabi","loam","class 7"
"cumin_seeds","n_80_100","p_50_70","k_10_30",8.3,"t_20_25",30,"rabi","loam","class 19"
"cumin_seeds","n_80_100","p_50_70","k_10_30",6.8,"t_25_30",30,"rabi","loam","class 7"
"cumin_seeds","n_80_100","p_50_70","k_10_30",8.3,"t_25_30",30,"rabi","loam","class 19"
"cumin_seeds","n_80_100","p_50_70","k_10_30",6.8,"t_20_25",270,"rabi","loam","class 7"
"cumin_seeds","n_80_100","p_50_70","k_10_30",8.3,"t_20_25",270,"rabi","loam","class 19"
"cumin_seeds","n_80_100","p_50_70","k_10_30",6.8,"t_25_30",270,"rabi","loam","class 8"
"cumin_seeds","n_80_100","p_50_70","k_10_30",8.3,"t_25_30",270,"rabi","loam","class 19"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6,"t_5_10",25,"rabi","alluvial","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_5_10",25,"rabi","alluvial","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6,"t_10_15",25,"rabi","alluvial","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_10_15",25,"rabi","alluvial","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6,"t_15_20",25,"rabi","alluvial","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_15_20",25,"rabi","alluvial","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6,"t_20_25",25,"rabi","alluvial","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_20_25",25,"rabi","alluvial","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6,"t_25_30",25,"rabi","alluvial","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_25_30",25,"rabi","alluvial","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6,"t_5_10",30,"rabi","alluvial","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_5_10",30,"rabi","alluvial","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6,"t_10_15",30,"rabi","alluvial","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_10_15",30,"rabi","alluvial","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6,"t_15_20",30,"rabi","alluvial","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_15_20",30,"rabi","alluvial","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6,"t_20_25",30,"rabi","alluvial","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_20_25",30,"rabi","alluvial","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6,"t_25_30",30,"rabi","alluvial","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_25_30",30,"rabi","alluvial","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6,"t_5_10",25,"rabi","sandy_loam","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_5_10",25,"rabi","sandy_loam","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6,"t_10_15",25,"rabi","sandy_loam","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_10_15",25,"rabi","sandy_loam","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6,"t_15_20",25,"rabi","sandy_loam","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_15_20",25,"rabi","sandy_loam","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6,"t_20_25",25,"rabi","sandy_loam","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_20_25",25,"rabi","sandy_loam","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6,"t_25_30",25,"rabi","sandy_loam","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_25_30",25,"rabi","sandy_loam","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6,"t_5_10",30,"rabi","sandy_loam","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_5_10",30,"rabi","sandy_loam","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6,"t_10_15",30,"rabi","sandy_loam","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_10_15",30,"rabi","sandy_loam","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6,"t_15_20",30,"rabi","sandy_loam","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_15_20",30,"rabi","sandy_loam","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6,"t_20_25",30,"rabi","sandy_loam","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_20_25",30,"rabi","sandy_loam","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6,"t_25_30",30,"rabi","sandy_loam","class 20"
"lentils_masoor_dal","n_10_30","p_50_70","k_10_30",6.5,"t_25_30",30,"rabi","sandy_loam","class 20"
"eggplant_brinjal","n_70_90","p_5_25","k_30_50",5.5,"t_25_30",60,"kharif","loam","class 10"
"eggplant_brinjal","n_70_90","p_5_25","k_30_50",6,"t_25_30",60,"kharif","loam","class 10"
"eggplant_brinjal","n_70_90","p_5_25","k_30_50",5.5,"t_30_35",60,"kharif","loam","class 10"
"eggplant_brinjal","n_70_90","p_5_25","k_30_50",6,"t_30_35",60,"kharif","loam","class 10"
"eggplant_brinjal","n_70_90","p_5_25","k_30_50",5.5,"t_25_30",80,"kharif","loam","class 10"
"eggplant_brinjal","n_70_90","p_5_25","k_30_50",6,"t_25_30",80,"kharif","loam","class 10"
"eggplant_brinjal","n_70_90","p_5_25","k_30_50",5.5,"t_30_35",80,"kharif","loam","class 10"
"eggplant_brinjal","n_70_90","p_5_25","k_30_50",6,"t_30_35",80,"kharif","loam","class 10"
"eggplant_brinjal","n_70_90","p_5_25","k_30_50",5.5,"t_25_30",60,"kharif","sandy_loam","class 10"
"eggplant_brinjal","n_70_90","p_5_25","k_30_50",6,"t_25_30",60,"kharif","sandy_loam","class 10"
"eggplant_brinjal","n_70_90","p_5_25","k_30_50",5.5,"t_30_35",60,"kharif","sandy_loam","class 10"
"eggplant_brinjal","n_70_90","p_5_25","k_30_50",6,"t_30_35",60,"kharif","sandy_loam","class 10"
"eggplant_brinjal","n_70_90","p_5_25","k_30_50",5.5,"t_25_30",80,"kharif","sandy_loam","class 10"
"eggplant_brinjal","n_70_90","p_5_25","k_30_50",6,"t_25_30",80,"kharif","sandy_loam","class 2"
"eggplant_brinjal","n_70_90","p_5_25","k_30_50",5.5,"t_30_35",80,"kharif","sandy_loam","class 10"
"eggplant_brinjal","n_70_90","p_5_25","k_30_50",6,"t_30_35",80,"kharif","sandy_loam","class 10"
"beetroot","n_110_130","p_40_60","k_90_110",6,"t_30_35",60,"rabi","loam","class 12"
"beetroot","n_110_130","p_40_60","k_90_110",7.5,"t_30_35",60,"rabi","loam","class 19"
"beetroot","n_110_130","p_40_60","k_90_110",6,"t_30_35",65,"rabi","loam","class 12"
"beetroot","n_110_130","p_40_60","k_90_110",7.5,"t_30_35",65,"rabi","loam","class 19"
"bitter_gourd","n_50_70","p_5_15","k_10_30",6,"t_25_30",48,"rabi","sandy_loam","class 20"
"bitter_gourd","n_50_70","p_5_15","k_10_30",7.5,"t_25_30",48,"rabi","sandy_loam","class 20"
"bitter_gourd","n_50_70","p_5_15","k_10_30",6,"t_25_30",65,"rabi","sandy_loam","class 20"
"bitter_gourd","n_50_70","p_5_15","k_10_30",7.5,"t_25_30",65,"rabi","sandy_loam","class 20"
"bitter_gourd","n_50_70","p_5_15","k_10_30",6,"t_25_30",48,"kharif","sandy_loam","class 20"
"bitter_gourd","n_50_70","p_5_15","k_10_30",7.5,"t_25_30",48,"kharif","sandy_loam","class 4"
"bitter_gourd","n_50_70","p_5_15","k_10_30",6,"t_25_30",65,"kharif","sandy_loam","class 20"
"bitter_gourd","n_50_70","p_5_15","k_10_30",7.5,"t_25_30",65,"kharif","sandy_loam","class 4"
"bottle_gourd","n_90_110","p_40_60","k_40_60",6,"t_25_30",48,"rabi","sandy_loam","class 20"
"bottle_gourd","n_90_110","p_40_60","k_40_60",6.7,"t_25_30",48,"rabi","sandy_loam","class 9"
"bottle_gourd","n_90_110","p_40_60","k_40_60",6,"t_25_30",65,"rabi","sandy_loam","class 13"
"bottle_gourd","n_90_110","p_40_60","k_40_60",6.7,"t_25_30",65,"rabi","sandy_loam","class 9"
"bottle_gourd","n_90_110","p_40_60","k_40_60",6,"t_25_30",48,"kharif","sandy_loam","class 9"
"bottle_gourd","n_90_110","p_40_60","k_40_60",6.7,"t_25_30",48,"kharif","sandy_loam","class 9"
"bottle_gourd","n_90_110","p_40_60","k_40_60",6,"t_25_30",65,"kharif","sandy_loam","class 9"
"bottle_gourd","n_90_110","p_40_60","k_40_60",6.7,"t_25_30",65,"kharif","sandy_loam","class 9"
"capsicum_pepper","n_90_110","p_10_30","k_50_70",5.5,"t_25_30",85,"kharif","loam","class 9"
"capsicum_pepper","n_90_110","p_10_30","k_50_70",7,"t_25_30",85,"kharif","loam","class 9"
"capsicum_pepper","n_90_110","p_10_30","k_50_70",5.5,"t_25_30",120,"kharif","loam","class 9"
"capsicum_pepper","n_90_110","p_10_30","k_50_70",7,"t_25_30",120,"kharif","loam","class 9"
"cabbage","n_90_110","p_55_75","k_60_80",6,"t_15_20",50,"rabi","sandy_loam","class 11"
"cabbage","n_90_110","p_55_75","k_60_80",6.5,"t_15_20",50,"rabi","sandy_loam","class 11"
"cabbage","n_90_110","p_55_75","k_60_80",6,"t_15_20",80,"rabi","sandy_loam","class 11"
"cabbage","n_90_110","p_55_75","k_60_80",6.5,"t_15_20",80,"rabi","sandy_loam","class 11"
"carrot","n_40_60","p_40_60","k_30_50",6,"t_25_30",35,"rabi","sandy_loam","class 20"
"carrot","n_40_60","p_40_60","k_30_50",6.5,"t_25_30",35,"rabi","sandy_loam","class 20"
"carrot","n_40_60","p_40_60","k_30_50",6,"t_25_30",250,"rabi","sandy_loam","class 2"
"carrot","n_40_60","p_40_60","k_30_50",6.5,"t_25_30",250,"rabi","sandy_loam","class 2"
"cauliflower","n_70_90","p_60_80","k_40_60",6.5,"t_15_20",50,"rabi","loam","class 11"
"cauliflower","n_70_90","p_60_80","k_40_60",6.8,"t_15_20",50,"rabi","loam","class 11"
"cauliflower","n_70_90","p_60_80","k_40_60",6.5,"t_20_25",50,"rabi","loam","class 6"
"cauliflower","n_70_90","p_60_80","k_40_60",6.8,"t_20_25",50,"rabi","loam","class 6"
"cauliflower","n_70_90","p_60_80","k_40_60",6.5,"t_15_20",80,"rabi","loam","class 11"
