"crops","nitrogen","phosphorus","potassium","ph","temperature","annual_rainfall","season","soil_type","category"
"black_gram_urad_bean",40,70,30,7.8,35,60,"kharif","sandy","class 10"
"black_gram_urad_bean",50,70,30,7.8,35,60,"kharif","sandy","class 10"
"black_gram_urad_bean",30,50,10,6.5,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,50,10,6.5,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,50,10,6.5,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,60,10,6.5,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,60,10,6.5,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,60,10,6.5,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,70,10,6.5,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,70,10,6.5,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,70,10,6.5,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,50,20,6.5,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,50,20,6.5,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,50,20,6.5,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,60,20,6.5,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,60,20,6.5,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,60,20,6.5,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,70,20,6.5,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,70,20,6.5,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,70,20,6.5,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,50,30,6.5,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,50,30,6.5,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,50,30,6.5,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,60,30,6.5,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,60,30,6.5,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,60,30,6.5,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,70,30,6.5,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,70,30,6.5,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,70,30,6.5,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,50,10,7.8,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,50,10,7.8,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,50,10,7.8,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,60,10,7.8,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,60,10,7.8,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,60,10,7.8,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,70,10,7.8,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,70,10,7.8,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,70,10,7.8,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,50,20,7.8,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,50,20,7.8,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,50,20,7.8,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,60,20,7.8,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,60,20,7.8,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,60,20,7.8,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,70,20,7.8,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,70,20,7.8,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,70,20,7.8,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,50,30,7.8,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,50,30,7.8,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,50,30,7.8,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,60,30,7.8,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,60,30,7.8,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,60,30,7.8,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,70,30,7.8,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,70,30,7.8,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,70,30,7.8,25,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,50,10,6.5,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,50,10,6.5,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,50,10,6.5,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,60,10,6.5,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,60,10,6.5,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,60,10,6.5,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,70,10,6.5,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,70,10,6.5,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,70,10,6.5,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,50,20,6.5,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,50,20,6.5,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,50,20,6.5,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,60,20,6.5,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,60,20,6.5,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,60,20,6.5,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,70,20,6.5,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,70,20,6.5,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,70,20,6.5,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,50,30,6.5,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,50,30,6.5,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,50,30,6.5,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,60,30,6.5,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,60,30,6.5,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,60,30,6.5,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,70,30,6.5,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,70,30,6.5,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,70,30,6.5,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,50,10,7.8,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,50,10,7.8,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,50,10,7.8,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,60,10,7.8,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,60,10,7.8,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,60,10,7.8,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,70,10,7.8,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,70,10,7.8,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,70,10,7.8,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,50,20,7.8,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,50,20,7.8,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,50,20,7.8,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,60,20,7.8,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,60,20,7.8,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,60,20,7.8,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,70,20,7.8,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,70,20,7.8,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,70,20,7.8,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,50,30,7.8,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,50,30,7.8,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,50,30,7.8,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,60,30,7.8,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,60,30,7.8,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,60,30,7.8,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,70,30,7.8,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",40,70,30,7.8,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",50,70,30,7.8,35,75,"kharif","sandy","class 10"
"black_gram_urad_bean",30,50,10,6.5,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,50,10,6.5,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,50,10,6.5,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,60,10,6.5,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,60,10,6.5,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,60,10,6.5,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,70,10,6.5,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,70,10,6.5,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,70,10,6.5,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,50,20,6.5,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,50,20,6.5,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,50,20,6.5,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,60,20,6.5,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,60,20,6.5,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,60,20,6.5,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,70,20,6.5,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,70,20,6.5,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,70,20,6.5,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,50,30,6.5,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,50,30,6.5,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,50,30,6.5,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,60,30,6.5,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,60,30,6.5,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,60,30,6.5,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,70,30,6.5,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,70,30,6.5,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,70,30,6.5,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,50,10,7.8,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,50,10,7.8,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,50,10,7.8,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,60,10,7.8,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,60,10,7.8,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,60,10,7.8,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,70,10,7.8,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,70,10,7.8,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,70,10,7.8,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,50,20,7.8,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,50,20,7.8,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,50,20,7.8,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,60,20,7.8,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,60,20,7.8,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,60,20,7.8,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,70,20,7.8,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,70,20,7.8,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,70,20,7.8,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,50,30,7.8,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,50,30,7.8,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,50,30,7.8,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,60,30,7.8,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,60,30,7.8,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,60,30,7.8,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,70,30,7.8,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,70,30,7.8,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,70,30,7.8,25,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,50,10,6.5,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,50,10,6.5,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,50,10,6.5,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,60,10,6.5,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,60,10,6.5,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,60,10,6.5,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,70,10,6.5,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,70,10,6.5,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,70,10,6.5,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,50,20,6.5,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,50,20,6.5,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,50,20,6.5,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,60,20,6.5,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,60,20,6.5,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,60,20,6.5,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,70,20,6.5,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,70,20,6.5,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,70,20,6.5,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,50,30,6.5,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,50,30,6.5,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,50,30,6.5,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,60,30,6.5,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,60,30,6.5,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,60,30,6.5,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,70,30,6.5,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,70,30,6.5,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,70,30,6.5,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,50,10,7.8,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,50,10,7.8,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,50,10,7.8,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,60,10,7.8,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,60,10,7.8,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,60,10,7.8,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,70,10,7.8,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,70,10,7.8,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,70,10,7.8,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,50,20,7.8,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,50,20,7.8,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,50,20,7.8,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,60,20,7.8,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,60,20,7.8,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,60,20,7.8,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,70,20,7.8,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,70,20,7.8,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,70,20,7.8,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,50,30,7.8,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,50,30,7.8,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,50,30,7.8,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,60,30,7.8,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,60,30,7.8,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,60,30,7.8,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,70,30,7.8,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",40,70,30,7.8,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",50,70,30,7.8,35,60,"kharif","clay","class 5"
"black_gram_urad_bean",30,50,10,6.5,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,50,10,6.5,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,50,10,6.5,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,60,10,6.5,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,60,10,6.5,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,60,10,6.5,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,70,10,6.5,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,70,10,6.5,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,70,10,6.5,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,50,20,6.5,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,50,20,6.5,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,50,20,6.5,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,60,20,6.5,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,60,20,6.5,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,60,20,6.5,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,70,20,6.5,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,70,20,6.5,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,70,20,6.5,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,50,30,6.5,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,50,30,6.5,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,50,30,6.5,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,60,30,6.5,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,60,30,6.5,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,60,30,6.5,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,70,30,6.5,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,70,30,6.5,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,70,30,6.5,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,50,10,7.8,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,50,10,7.8,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,50,10,7.8,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,60,10,7.8,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,60,10,7.8,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,60,10,7.8,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,70,10,7.8,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,70,10,7.8,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,70,10,7.8,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,50,20,7.8,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,50,20,7.8,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,50,20,7.8,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,60,20,7.8,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,60,20,7.8,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,60,20,7.8,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,70,20,7.8,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,70,20,7.8,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,70,20,7.8,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,50,30,7.8,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,50,30,7.8,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,50,30,7.8,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,60,30,7.8,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,60,30,7.8,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,60,30,7.8,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,70,30,7.8,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,70,30,7.8,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,70,30,7.8,25,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,50,10,6.5,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,50,10,6.5,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,50,10,6.5,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,60,10,6.5,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,60,10,6.5,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,60,10,6.5,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,70,10,6.5,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,70,10,6.5,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,70,10,6.5,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,50,20,6.5,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,50,20,6.5,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,50,20,6.5,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,60,20,6.5,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,60,20,6.5,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,60,20,6.5,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,70,20,6.5,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,70,20,6.5,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,70,20,6.5,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,50,30,6.5,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,50,30,6.5,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,50,30,6.5,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,60,30,6.5,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,60,30,6.5,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,60,30,6.5,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,70,30,6.5,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,70,30,6.5,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,70,30,6.5,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,50,10,7.8,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,50,10,7.8,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,50,10,7.8,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,60,10,7.8,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,60,10,7.8,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,60,10,7.8,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,70,10,7.8,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,70,10,7.8,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,70,10,7.8,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,50,20,7.8,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,50,20,7.8,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,50,20,7.8,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,60,20,7.8,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,60,20,7.8,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,60,20,7.8,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,70,20,7.8,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,70,20,7.8,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,70,20,7.8,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,50,30,7.8,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,50,30,7.8,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,50,30,7.8,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,60,30,7.8,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,60,30,7.8,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,60,30,7.8,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",30,70,30,7.8,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",40,70,30,7.8,35,75,"kharif","clay","class 5"
"black_gram_urad_bean",50,70,30,7.8,35,75,"kharif","clay","class 5"
"rapeseed_mohri",40,30,10,5.5,5,40,"rabi","clay_loam","class 14"
"rapeseed_mohri",50,30,10,5.5,5,40,"rabi","clay_loam","class 14"
"rapeseed_mohri",60,30,10,5.5,5,40,"rabi","clay_loam","class 14"
"rapeseed_mohri",40,40,10,5.5,5,40,"rabi","clay_loam","class 14"
"rapeseed_mohri",50,40,10,5.5,5,40,"rabi","clay_loam","class 14"
"rapeseed_mohri",60,40,10,5.5,5,40,"rabi","clay_loam","class 14"
"rapeseed_mohri",40,50,10,5.5,5,40,"rabi","clay_loam","class 14"
"rapeseed_mohri",50,50,10,5.5,5,40,"rabi","clay_loam","class 14"
"rapeseed_mohri",60,50,10,5.5,5,40,"rabi","clay_loam","class 14"
"rapeseed_mohri",40,30,20,5.5,5,40,"rabi","clay_loam","class 14"
"rapeseed_mohri",50,30,20,5.5,5,40,"rabi","clay_loam","class 14"
"rapeseed_mohri",60,30,20,5.5,5,40,"rabi","clay_loam","class 14"
"rapeseed_mohri",40,40,20,5.5,5,40,"rabi","clay_loam","class 14"
"rapeseed_mohri",50,40,20,5.5,5,40,"rabi","clay_loam","class 14"
"rapeseed_mohri",60,40,20,5.5,5,40,"rabi","clay_loam","class 14"
"rapeseed_mohri",40,50,20,5.5,5,40,"rabi","clay_loam","class 14"
"rapeseed_mohri",50,50,20,5.5,5,40,"rabi","clay_loam","class 14"
"rapeseed_mohri",60,50,20,5.5,5,40,"rabi","clay_loam","class 14"
"rapeseed_mohri",40,30,30,5.5,5,40,"rabi","clay_loam","class 14"
"rapeseed_mohri",50,30,30,5.5,5,40,"rabi","clay_loam","class 14"
"rapeseed_mohri",60,30,30,5.5,5,40,"rabi","clay_loam","class 14"
"rapeseed_mohri",40,40,30,5.5,5,40,"rabi","clay_loam","class 14"
"rapeseed_mohri",50,40,30,5.5,5,40,"rabi","clay_loam","class 14"
"rapeseed_mohri",60,40,30,5.5,5,40,"rabi","clay_loam","class 14"
"rapeseed_mohri",40,50,30,5.5,5,40,"rabi","clay_loam","class 14"
"rapeseed_mohri",50,50,30,5.5,5,40,"rabi","clay_loam","class 14"
"rapeseed_mohri",60,50,30,5.5,5,40,"rabi","clay_loam","class 14"
